username,created_at,content_length,reblogs,favorites,hour,engagement
arrikitown.bsky.social,2025-11-13 12:31:23.236000+00:00,275,0,0,12,0
rogue_corq,2025-11-13 12:31:36+00:00,241,1,0,12,1
evrenselgzt,2025-11-13 12:31:37+00:00,184,0,0,12,0
YahooFinance,2025-11-13 12:31:29.238000+00:00,53,0,0,12,0
eldesconcierto,2025-11-13 12:31:34+00:00,276,0,0,12,0
ceskenoviny_cz,2025-11-13 12:31:36+00:00,314,0,0,12,0
Mathrubhumi_English,2025-11-13 12:31:38.002000+00:00,294,0,0,12,0
YahooFinance,2025-11-13 12:31:29.204000+00:00,70,0,0,12,0
sr_ekot,2025-11-13 12:31:22+00:00,95,0,0,12,0
beiruttimelb,2025-11-13 12:31:37.835000+00:00,695,0,0,12,0
Salamander_k,2025-11-13 12:31:37.772000+00:00,73,0,0,12,0
cocoonvehicles,2025-11-13 12:31:37.687000+00:00,168,0,0,12,0
YahooFinance,2025-11-13 12:31:29.163000+00:00,100,0,0,12,0
kiri_bot01,2025-11-13 12:31:36+00:00,7,1,0,12,1
melaniejouitteau,2025-11-13 12:31:37+00:00,37,0,0,12,0
XLCChelt,2025-11-13 12:31:36+00:00,278,0,0,12,0
shura_009,2025-11-13 12:31:37.539000+00:00,92,1,0,12,1
kiritan,2025-11-13 12:31:36+00:00,15,1,0,12,1
railpage,2025-11-13 12:31:36.905000+00:00,136,1,0,12,1
ruthz.bsky.social,2025-11-13 12:31:21.286000+00:00,296,0,0,12,0
futurasciences,2025-11-13 12:31:36.071000+00:00,126,0,0,12,0
huffpostuk,2025-11-13 12:22:12+00:00,388,1,0,12,1
ferryoons,2025-11-13 12:31:34+00:00,116,0,0,12,0
atmosx,2025-11-13 12:31:33+00:00,128,0,0,12,0
youtube_squareenix,2025-11-13 12:31:34+00:00,193,1,0,12,1
AbramKedge,2025-11-13 12:31:34+00:00,217,0,0,12,0
Fanbot,2025-11-13 12:31:34+00:00,175,0,0,12,0
pbs,2025-11-13 12:31:32+00:00,197,1,0,12,1
Fanbot,2025-11-13 12:31:33+00:00,175,0,0,12,0
franbe,2025-11-13 12:31:31.259000+00:00,14,0,0,12,0
NatObserver,2025-11-13 12:15:18+00:00,319,2,0,12,2
funstuff,2025-11-13 12:00:01+00:00,47,0,0,12,0
pstrada.bsky.social,2025-11-13 12:31:23.206000+00:00,96,0,0,12,0
YahooFinance,2025-11-13 12:31:29.118000+00:00,87,0,0,12,0
rysiek,2025-11-13 12:31:30+00:00,25,0,0,12,0
www.smashingmagazine.com,2025-11-13 12:31:30+00:00,342,0,0,12,0
GreenSkyOverMe,2025-11-13 12:31:30+00:00,46,0,0,12,0
3quarksdaily.com,2025-11-13 12:31:30+00:00,421,0,0,12,0
3quarksdaily.com,2025-11-13 12:31:30+00:00,226,0,0,12,0
3quarksdaily.com,2025-11-13 12:31:30+00:00,329,0,0,12,0
teknoblog,2025-11-13 12:31:30+00:00,582,0,0,12,0
3quarksdaily.com,2025-11-13 12:31:30+00:00,384,0,0,12,0
3quarksdaily.com,2025-11-13 12:31:30+00:00,351,0,0,12,0
3quarksdaily.com,2025-11-13 12:31:30+00:00,431,0,0,12,0
Independent,2025-11-13 12:12:44+00:00,284,1,0,12,1
acarsdrama,2025-11-13 12:31:01+00:00,144,0,0,12,0
yosunai,2025-11-13 12:31:29+00:00,77,0,0,12,0
Amoxtli,2025-11-13 12:31:13.251000+00:00,93,0,0,12,0
TheAdvocate4q66,2025-11-13 10:00:00+00:00,446,1,0,10,1
www.lanotiziagiornale.it,2025-11-13 12:31:28+00:00,421,0,0,12,0
ChampionsLeague,2025-11-13 12:30:00+00:00,31,0,0,12,0
www.lanotiziagiornale.it,2025-11-13 12:31:28+00:00,415,0,0,12,0
sithiumi,2025-11-13 12:31:28.661000+00:00,22,2,0,12,2
www.lanotiziagiornale.it,2025-11-13 12:31:28+00:00,393,0,0,12,0
nbi,2025-11-13 12:31:28.581000+00:00,5,1,0,12,1
CartyBoston,2025-11-13 12:31:25+00:00,51,0,0,12,0
NekomovYuyusuky,2025-11-13 12:31:25+00:00,18,1,0,12,1
FCBfemeni,2025-11-13 12:30:00+00:00,24,0,0,12,0
Rage_of_Otaku,2025-11-13 12:31:26+00:00,49,0,0,12,0
josiah.mortimer,2025-11-13 12:16:05+00:00,494,0,0,12,0
FIFAWWC,2025-11-13 12:31:00+00:00,31,0,0,12,0
OKMagazine,2025-11-13 12:14:17+00:00,307,1,0,12,1
c_co_RCF,2025-11-13 12:31:23+00:00,21,0,0,12,0
VSHEEP,2025-11-13 12:31:26.883000+00:00,15,0,0,12,0
addpk,2025-11-13 12:31:26+00:00,178,1,0,12,1
RauscherThomas,2025-11-13 12:31:25+00:00,76,0,0,12,0
qnighy,2025-11-13 12:31:23+00:00,40,0,0,12,0
MENnewsdesk,2025-11-13 12:29:43+00:00,148,0,0,12,0
KhoaMinh51975,2025-11-13 12:31:25+00:00,200,0,0,12,0
bathamster,2025-11-13 12:31:24+00:00,110,0,0,12,0
hirasawa_bot,2025-11-13 12:31:21+00:00,92,0,0,12,0
Gamintraveler,2025-11-13 12:29:32+00:00,182,0,0,12,0
bsky.app.profile.juliangenisson.bsky.social,2025-11-13 12:31:24+00:00,63,0,0,12,0
ramonclemente,2025-11-13 12:16:11+00:00,51,0,0,12,0
soynadiejm,2025-11-13 12:31:24.123000+00:00,664,0,0,12,0
IgnacioPG,2025-11-13 12:31:23.922000+00:00,309,0,0,12,0
DecryptMedia,2025-11-13 12:27:41+00:00,220,1,0,12,1
forbes,2025-11-13 12:28:25+00:00,268,1,0,12,1
gabbygifts,2025-11-13 12:31:23.052000+00:00,256,0,0,12,0
Under_sea,2025-11-13 12:31:22.522000+00:00,60,0,0,12,0
DIEZEIT,2025-11-13 12:10:03+00:00,279,1,0,12,1
pbs,2025-11-13 12:31:20+00:00,201,1,0,12,1
Independent,2025-11-13 12:01:37+00:00,260,0,0,12,0
teamonkey,2025-11-13 12:31:22.576000+00:00,140,0,0,12,0
footiebuzz,2025-11-13 12:31:22.484000+00:00,197,0,0,12,0
LaStampa,2025-11-13 11:21:00+00:00,350,0,0,11,0
20Minutos,2025-11-13 12:06:56+00:00,331,0,0,12,0
20Minutos,2025-11-13 12:07:38+00:00,322,0,0,12,0
mnll_327,2025-11-13 12:31:20.541000+00:00,35,1,0,12,1
vanroc,2025-11-13 12:31:21+00:00,102,0,0,12,0
0EK4K1,2025-11-13 12:31:21.873000+00:00,158,1,0,12,1
kohntobi,2025-11-13 12:31:20+00:00,70,0,0,12,0
Travelbunny,2025-11-13 12:29:21+00:00,203,0,0,12,0
alcastradio,2025-11-13 12:31:21.139000+00:00,53,0,0,12,0
NHLPR,2025-11-13 12:30:00+00:00,325,0,0,12,0
tusk81,2025-11-13 12:31:21.115000+00:00,288,0,0,12,0
festivalinfo,2025-11-13 12:31:19+00:00,98,0,0,12,0
20Minutos,2025-11-13 11:36:03+00:00,283,0,0,11,0
onat,2025-11-13 12:31:19+00:00,259,0,0,12,0
LaStampa,2025-11-13 11:17:00+00:00,293,0,0,11,0
20Minutos,2025-11-13 11:43:54+00:00,297,0,0,11,0
Qtatsuakichaos,2025-11-13 12:31:18+00:00,97,0,0,12,0
events,2025-11-13 12:31:19.862000+00:00,870,0,0,12,0
deafitt12,2025-11-13 12:16:08+00:00,134,0,0,12,0
tibrnowplayingbot,2025-11-13 12:31:19.356000+00:00,308,0,0,12,0
BarclaysWSL,2025-11-13 12:30:00+00:00,53,0,0,12,0
Gigade,2025-11-13 12:19:47+00:00,247,0,0,12,0
stuffifound,2025-11-13 12:31:10+00:00,95,2,0,12,2
CPFC,2025-11-13 12:30:00+00:00,67,0,0,12,0
tntsportsmex,2025-11-13 12:30:00+00:00,140,0,0,12,0
grzewap.bsky.social,2025-11-13 12:31:08.390000+00:00,75,0,0,12,0
sudo_vi,2025-11-13 12:31:16+00:00,11,0,0,12,0
MikeFromLFE,2025-11-13 12:31:17+00:00,558,0,0,12,0
ZackBlatt,2025-11-13 12:30:56+00:00,374,0,0,12,0
chitsujo,2025-11-13 12:31:17+00:00,13,1,0,12,1
privacy1st,2025-11-13 12:31:17.222000+00:00,143,0,0,12,0
candle,2025-11-13 12:31:13+00:00,99,1,0,12,1
joenoonan.bsky.social,2025-11-13 12:31:08.659000+00:00,73,0,0,12,0
NicApicella,2025-11-13 12:31:15+00:00,89,0,0,12,0
denvitadrogen.se,2025-11-13 12:31:06.463000+00:00,199,0,0,12,0
stomilin,2025-11-13 12:31:14+00:00,121,1,0,12,1
stormygleason,2025-11-13 12:31:14+00:00,129,0,0,12,0
Tyaru,2025-11-13 12:31:14.432000+00:00,37,0,0,12,0
josiah.mortimer,2025-11-13 12:16:02+00:00,474,1,0,12,1
battiriman,2025-11-13 12:31:14.104000+00:00,285,0,0,12,0
news_s,2025-11-13 12:31:13.770000+00:00,546,0,0,12,0
euronews,2025-11-13 12:13:56+00:00,256,3,0,12,3
Tadeusz,2025-11-13 12:31:13.172000+00:00,95,1,0,12,1
viveremilano,2025-11-13 12:31:12+00:00,98,0,0,12,0
edinburghreviews,2025-11-13 12:31:12.828000+00:00,293,0,0,12,0
DOTNEWSTV,2025-11-13 12:31:12.693000+00:00,646,0,0,12,0
dutchieetv,2025-11-13 12:31:12.358000+00:00,415,2,0,12,2
ddsuko3,2025-11-13 12:31:10.962000+00:00,27,0,0,12,0
d_a_n_a,2025-11-13 12:31:11+00:00,67,0,0,12,0
Noyama,2025-11-13 12:31:11.352000+00:00,10,0,0,12,0
publicnewsfeed,2025-11-13 12:31:11.789000+00:00,522,0,0,12,0
Knoebel,2025-11-13 12:31:11.524000+00:00,198,0,0,12,0
rakheshster,2025-11-13 12:31:10+00:00,402,0,0,12,0
beiruttimelb,2025-11-13 12:31:11.436000+00:00,689,0,0,12,0
pets,2025-11-13 12:31:07+00:00,212,0,0,12,0
sylvkerslake,2025-11-13 12:31:11.221000+00:00,235,0,0,12,0
luisjcarrillom66,2025-11-13 12:31:10.816000+00:00,194,0,0,12,0
beiruttimelb,2025-11-13 12:31:10.764000+00:00,698,0,0,12,0
pbs,2025-11-13 12:31:08+00:00,193,1,0,12,1
SharG,2025-11-13 12:31:10.327000+00:00,130,0,0,12,0
tkhunt,2025-11-13 12:31:06+00:00,218,0,0,12,0
kbin,2025-11-13 12:30:49+00:00,234,0,0,12,0
danielswedin.bsky.social,2025-11-13 12:30:53.362000+00:00,107,0,0,12,0
nhk,2025-11-13 12:30:44+00:00,91,0,0,12,0
pi9rd,2025-11-13 12:31:06+00:00,60,0,0,12,0
mole_1986,2025-11-13 12:31:04+00:00,0,0,0,12,0
rawchili,2025-11-13 12:31:07+00:00,191,2,0,12,2
idw-online.de,2025-11-13 12:31:03+00:00,248,0,0,12,0
AtanasE,2025-11-13 12:31:08.730000+00:00,262,0,0,12,0
botkunin,2025-11-13 12:31:06+00:00,99,0,0,12,0
gulfchannels,2025-11-13 12:31:04+00:00,71,0,0,12,0
toxiceye,2025-11-13 12:31:06+00:00,748,0,0,12,0
newsthump,2025-11-13 12:31:03+00:00,224,0,1,12,1
imastodon_bot,2025-11-13 12:31:05+00:00,81,0,0,12,0
idw_online,2025-11-13 12:31:02+00:00,413,1,0,12,1
ketanjoshi.co,2025-11-13 12:30:50.037000+00:00,208,1,0,12,1
Proprietary_Blend,2025-11-13 12:31:06.868000+00:00,101,1,0,12,1
nhl,2025-11-13 12:31:03+00:00,143,0,0,12,0
artmet,2025-11-13 12:31:02.511000+00:00,230,1,0,12,1
mikker,2025-11-13 12:31:06.121000+00:00,45,0,0,12,0
the_colorado_sound_playlist,2025-11-13 12:31:06.007000+00:00,104,0,0,12,0
HikingVet,2025-11-13 12:30:56.195000+00:00,60,1,0,12,1
uazmi,2025-11-13 12:31:02+00:00,208,1,0,12,1
claraalbor,2025-11-13 12:31:01+00:00,1567,0,0,12,0
Gigade,2025-11-13 12:07:01+00:00,275,0,0,12,0
news_society,2025-11-13 12:31:02+00:00,158,0,0,12,0
uranews,2025-11-13 12:31:02+00:00,98,1,0,12,1
TheProtestantEthic,2025-11-13 12:31:03.929000+00:00,94,0,0,12,0
pedrosiilvestree,2025-11-13 12:15:53+00:00,164,0,0,12,0
chickpeashr.bsky.social,2025-11-13 12:30:47.519000+00:00,85,0,0,12,0
danyarelkhodari,2025-11-13 12:31:03.343000+00:00,5,0,0,12,0
theverge,2025-11-13 12:31:02+00:00,113,0,0,12,0
townpost,2025-11-13 12:31:02.917000+00:00,637,0,0,12,0
tass,2025-11-13 12:31:01+00:00,117,1,0,12,1
heiseonlineenglish,2025-11-13 12:31:00+00:00,447,0,0,12,0
garfieldd,2025-11-13 12:31:02+00:00,283,0,0,12,0
ITinsights,2025-11-13 12:31:02.437000+00:00,217,0,0,12,0
Kahte,2025-11-13 12:30:57+00:00,34,0,0,12,0
caecili,2025-11-13 12:31:01.191000+00:00,103,0,0,12,0
beiruttimelb,2025-11-13 12:31:00.628000+00:00,694,0,0,12,0
sillymickel.bsky.social,2025-11-13 12:30:51.041000+00:00,380,0,0,12,0
bigstape.bsky.social,2025-11-13 12:30:35.203000+00:00,56,1,0,12,1
RNDAudience,2025-11-13 12:21:52+00:00,338,2,0,12,2
memeorandum,2025-11-13 12:30:54+00:00,273,0,0,12,0
Garrison,2025-11-13 12:30:59+00:00,76,0,0,12,0
StealthRock,2025-11-13 12:30:59.374000+00:00,305,0,0,12,0
Amoxtli,2025-11-13 12:30:45.555000+00:00,100,0,0,12,0
KhoaMinh51975,2025-11-13 12:30:59+00:00,182,0,0,12,0
imoviez,2025-11-13 12:30:59.120000+00:00,590,0,0,12,0
spacelion,2025-11-13 12:30:54+00:00,26,0,0,12,0
rationalreviewnewsdigest,2025-11-13 12:30:58+00:00,105,0,0,12,0
20Minutos,2025-11-13 11:49:56+00:00,284,0,0,11,0
pbs,2025-11-13 12:30:56+00:00,188,1,0,12,1
Ni3dzwi3dz,2025-11-13 12:30:57+00:00,352,0,0,12,0
noticiaconectada,2025-11-13 12:30:58.127000+00:00,357,0,0,12,0
AlpineF1Team,2025-11-13 12:30:01+00:00,182,0,0,12,0
SerieA_EN,2025-11-13 12:30:00+00:00,39,0,0,12,0
FerranMClaudin,2025-11-13 12:30:57.810000+00:00,347,0,0,12,0
OMagicDaily,2025-11-13 12:29:00+00:00,191,0,0,12,0
PewterReport,2025-11-13 12:30:00+00:00,246,0,0,12,0
poupaeganha,2025-11-13 12:30:56.761000+00:00,249,0,0,12,0
pikaramagazine.bsky.social,2025-11-13 12:30:52.627000+00:00,95,0,0,12,0
NFLMedia,2025-11-13 12:30:00+00:00,339,0,0,12,0
jeffjarvis,2025-11-13 12:15:30+00:00,176,0,0,12,0
nhk,2025-11-13 12:30:28+00:00,90,0,0,12,0
Blaugranagram,2025-11-13 12:30:24+00:00,18,0,0,12,0
etrend_sk,2025-11-13 12:30:55+00:00,184,0,0,12,0
f1bot,2025-11-13 12:30:55+00:00,321,0,0,12,0
eldiarioes,2025-11-13 12:17:15+00:00,293,0,0,12,0
welt,2025-11-13 12:13:36+00:00,265,0,0,12,0
noticiaconectada,2025-11-13 12:30:55.594000+00:00,339,0,0,12,0
etrend_sk,2025-11-13 12:30:54+00:00,174,0,0,12,0
bijjim.bsky.social,2025-11-13 12:30:53.968000+00:00,148,0,0,12,0
corporateeurope,2025-11-13 12:30:52+00:00,292,0,1,12,1
Carboxy_P,2025-11-13 12:30:54.891000+00:00,25,0,0,12,0
thetonearm,2025-11-13 12:30:53+00:00,399,0,0,12,0
OKMagazine,2025-11-13 12:11:08+00:00,282,1,0,12,1
suarindonesia,2025-11-13 12:30:54.708000+00:00,562,0,0,12,0
colinyeo.bsky.social,2025-11-13 12:30:20.054000+00:00,199,0,0,12,0
githubprojects,2025-11-13 12:15:20+00:00,114,0,0,12,0
forbes,2025-11-13 12:05:15+00:00,240,1,0,12,1
ugtrendz,2025-11-13 12:30:54.386000+00:00,180,0,0,12,0
20Minutos,2025-11-13 12:01:45+00:00,304,0,0,12,0
malaysiagazette,2025-11-13 12:30:53.929000+00:00,252,0,0,12,0
puentes,2025-11-13 12:30:53.754000+00:00,129,0,0,12,0
scientias-nl.bsky.social,2025-11-13 12:30:37.069000+00:00,91,0,0,12,0
arby_k,2025-11-13 12:30:53+00:00,563,0,0,12,0
Mashable,2025-11-13 12:07:42+00:00,267,1,0,12,1
spectrum.ieee.org,2025-11-13 12:30:28.049000+00:00,161,0,0,12,0
SPORTes2019,2025-11-13 11:24:51+00:00,209,0,0,11,0
ibukgustin,2025-11-13 12:15:36+00:00,165,0,0,12,0
akira_soraw1818,2025-11-13 12:30:51+00:00,27,0,0,12,0
nerdjpg.com,2025-11-13 12:30:39.345000+00:00,62,0,0,12,0
D66Ooststellingwerf,2025-11-13 12:30:52.792000+00:00,123,0,0,12,0
jnl,2025-11-13 12:30:50+00:00,400,0,0,12,0
jackpriceharbach,2025-11-13 12:15:38+00:00,47,0,0,12,0
20Minutos,2025-11-13 11:51:04+00:00,335,0,0,11,0
kanta,2025-11-13 12:30:51+00:00,2,1,0,12,1
Hj2Zp,2025-11-13 12:30:50.689000+00:00,7,0,0,12,0
pohem92003,2025-11-13 12:30:51.150000+00:00,509,0,0,12,0
canaltech,2025-11-13 12:00:22+00:00,271,2,0,12,2
RNDAudience,2025-11-13 12:17:18+00:00,239,2,0,12,2
Gazzetta,2025-11-13 12:17:34+00:00,290,1,0,12,1
mhdhanees,2025-11-13 12:30:50.486000+00:00,520,0,0,12,0
lea,2025-11-13 12:30:46.597000+00:00,104,0,0,12,0
nasibov.me,2025-11-13 12:30:28.427000+00:00,66,0,0,12,0
chucker,2025-11-13 12:30:47+00:00,88,0,0,12,0
fayeee,2025-11-13 12:30:48+00:00,19,0,0,12,0
thunderhornceo,2025-11-13 12:15:31+00:00,473,0,0,12,0
eibart,2025-11-13 12:30:48+00:00,422,0,0,12,0
twisterrm,2025-11-13 12:30:47+00:00,68,0,0,12,0
abcgazetesi,2025-11-13 12:30:48+00:00,193,0,0,12,0
renseiP,2025-11-13 12:30:47.902000+00:00,3,0,0,12,0
linkedin_openings,2025-11-13 12:30:48+00:00,299,0,0,12,0
colinyeo.bsky.social,2025-11-13 12:30:43.695000+00:00,138,0,0,12,0
abcgazetesi,2025-11-13 12:30:48+00:00,213,0,0,12,0
felipedevicente,2025-11-13 12:30:48.356000+00:00,271,0,1,12,1
richards-photopage,2025-11-13 12:30:44+00:00,298,0,0,12,0
StuffByBez,2025-11-13 12:30:44+00:00,1060,0,0,12,0
snsf_ch,2025-11-13 12:30:42+00:00,258,1,0,12,1
folukeifejola,2025-11-13 12:30:46+00:00,371,0,0,12,0
jens2go,2025-11-13 12:30:47.580000+00:00,72,0,0,12,0
axios,2025-11-13 12:30:47.330000+00:00,67,1,0,12,1
iustitia,2025-11-13 12:30:47.032000+00:00,368,1,0,12,1
pbs,2025-11-13 12:30:44+00:00,203,1,0,12,1
ProgrammerGenboo,2025-11-13 12:30:38+00:00,14,0,0,12,0
fanden,2025-11-13 12:30:44+00:00,21,0,0,12,0
GuyFox,2025-11-13 12:30:46.571000+00:00,12,1,0,12,1
www.rnd.de,2025-11-13 12:30:41+00:00,470,0,0,12,0
ymemirasdereojo.bsky.social,2025-11-13 12:30:43.595000+00:00,58,0,0,12,0
Kahte,2025-11-13 12:30:42+00:00,95,0,0,12,0
loop,2025-11-13 12:30:45+00:00,15,0,0,12,0
Handelsblatt,2025-11-13 12:10:48+00:00,295,1,0,12,1
wanderingmeomeo,2025-11-13 12:30:45+00:00,99,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,431,0,0,12,0
MarSolRivas,2025-11-13 12:30:44+00:00,92,0,0,12,0
rdiet,2025-11-13 12:30:45.594000+00:00,499,0,0,12,0
Handelsblatt,2025-11-13 12:10:45+00:00,299,1,0,12,1
www.rnd.de,2025-11-13 12:30:41+00:00,466,0,0,12,0
Mashable,2025-11-13 12:03:51+00:00,311,1,0,12,1
fns_ch,2025-11-13 12:30:42+00:00,295,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,341,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,407,0,0,12,0
SNF_ch,2025-11-13 12:30:42+00:00,230,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,455,0,0,12,0
yumeneko_,2025-11-13 12:30:45.812000+00:00,22,1,0,12,1
www.rnd.de,2025-11-13 12:30:41+00:00,399,0,0,12,0
index,2025-11-13 12:30:42+00:00,150,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,275,0,0,12,0
marco79cgn,2025-11-13 12:30:44.736000+00:00,154,0,0,12,0
20Minutos,2025-11-13 11:51:36+00:00,272,0,0,11,0
fansided,2025-11-13 10:49:49+00:00,218,0,0,10,0
www.rnd.de,2025-11-13 12:30:41+00:00,428,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,464,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,371,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,404,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,419,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,388,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,357,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,383,0,0,12,0
leaf,2025-11-13 12:30:38+00:00,128,0,0,12,0
efialto,2025-11-13 12:30:40+00:00,479,0,0,12,0
ztec,2025-11-13 12:30:42+00:00,91,2,0,12,2
www.rnd.de,2025-11-13 12:30:41+00:00,448,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,483,0,0,12,0
kavkazcenter,2025-11-13 12:30:43.295000+00:00,284,1,0,12,1
www.rnd.de,2025-11-13 12:30:41+00:00,485,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,471,0,0,12,0
savon_sanomat_bot,2025-11-13 12:30:42.917000+00:00,150,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,449,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,323,0,0,12,0
2nn8_t,2025-11-13 12:30:42.212000+00:00,57,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,408,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,365,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,371,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,433,0,0,12,0
kuechenlatein,2025-11-13 12:30:39+00:00,231,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,431,0,0,12,0
wischekurier,2025-11-13 12:30:42.243000+00:00,336,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,378,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,323,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,411,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,361,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,303,0,0,12,0
Gwendolyn,2025-11-13 12:30:40+00:00,56,0,0,12,0
Tonbi_ko,2025-11-13 12:30:40+00:00,23,0,0,12,0
sigaportalad,2025-11-13 12:15:23+00:00,165,0,0,12,0
EatThisNotThat,2025-11-13 12:30:40+00:00,134,0,0,12,0
Phocidae_,2025-11-13 12:30:39+00:00,16,0,0,12,0
www.rnd.de,2025-11-13 12:30:41+00:00,362,0,0,12,0
Ashier,2025-11-13 12:30:35+00:00,23,0,0,12,0
thetravelbunny,2025-11-13 12:30:41.121000+00:00,252,0,0,12,0
livelakeontario,2025-11-13 12:30:41.066000+00:00,40,0,0,12,0
shitalwagh30,2025-11-13 12:30:40.884000+00:00,515,1,0,12,1
chitsujo,2025-11-13 12:30:39+00:00,5,1,0,12,1
SpookedBroccoli,2025-11-13 12:30:39.657000+00:00,497,0,0,12,0
gabriel,2025-11-13 12:30:37+00:00,351,0,0,12,0
HesaplaGo,2025-11-13 12:30:39.487000+00:00,152,0,0,12,0
fiscorb,2025-11-13 12:30:38+00:00,168,0,0,12,0
bsky.app.profile.pardodevera.bsky.social,2025-11-13 12:30:38+00:00,186,0,0,12,0
TheManual,2025-11-13 12:00:00+00:00,219,0,0,12,0
TheGeeZus,2025-11-13 12:30:38.828000+00:00,156,0,0,12,0
247Sports,2025-11-13 12:01:00+00:00,408,0,0,12,0
D66Ooststellingwerf,2025-11-13 12:30:37.976000+00:00,343,0,0,12,0
events,2025-11-13 12:30:37.762000+00:00,537,0,0,12,0
news,2025-11-13 12:30:37+00:00,516,0,0,12,0
yomokmi,2025-11-13 12:30:37.421000+00:00,2,0,0,12,0
www.domestiquecycling.com,2025-11-13 12:30:35+00:00,315,0,0,12,0
Jencen,2025-11-13 12:30:36+00:00,125,0,0,12,0
www.domestiquecycling.com,2025-11-13 12:30:35+00:00,332,0,0,12,0
www.domestiquecycling.com,2025-11-13 12:30:35+00:00,308,0,0,12,0
eldiarioes,2025-11-13 12:14:50+00:00,307,0,0,12,0
frodehommedal.bsky.social,2025-11-13 12:30:32.905000+00:00,117,0,0,12,0
www.infolibre.es,2025-11-13 12:29:56+00:00,445,0,0,12,0
www.domestiquecycling.com,2025-11-13 12:30:35+00:00,314,0,0,12,0
global_nagarik,2025-11-13 12:15:22+00:00,44,0,0,12,0
www.infolibre.es,2025-11-13 12:29:56+00:00,476,0,0,12,0
www.infolibre.es,2025-11-13 12:29:56+00:00,464,0,0,12,0
savon_sanomat_bot,2025-11-13 12:30:36.554000+00:00,122,0,0,12,0
iustitia,2025-11-13 12:30:36.478000+00:00,462,1,0,12,1
epredator,2025-11-13 12:30:33+00:00,318,0,0,12,0
www.infolibre.es,2025-11-13 12:29:56+00:00,408,0,0,12,0
dwchinese,2025-11-13 12:30:33+00:00,164,0,0,12,0
www.infolibre.es,2025-11-13 12:29:56+00:00,458,0,0,12,0
virgulinha,2025-11-13 12:30:33+00:00,217,0,0,12,0
noticiaconectada,2025-11-13 12:30:35.562000+00:00,405,0,0,12,0
nieuws,2025-11-13 12:30:34+00:00,232,0,0,12,0
yosinonR,2025-11-13 12:30:34.805000+00:00,26,0,0,12,0
ekicyou,2025-11-13 12:30:34+00:00,42,0,0,12,0
ITinsights,2025-11-13 12:30:34.640000+00:00,210,0,0,12,0
pbs,2025-11-13 12:30:32+00:00,198,1,0,12,1
cdnhistoryehx,2025-11-13 12:15:23+00:00,265,0,0,12,0
KhoaMinh51975,2025-11-13 12:30:34+00:00,219,0,0,12,0
20Minutos,2025-11-13 11:58:43+00:00,260,0,0,11,0
nieuws,2025-11-13 12:30:29+00:00,239,0,0,12,0
afm,2025-11-13 12:30:32+00:00,8,0,0,12,0
zaratustra.bsky.social,2025-11-13 12:30:21.899000+00:00,188,0,0,12,0
lemmy,2025-11-13 12:30:25+00:00,252,0,0,12,0
EveningStandard,2025-11-13 11:51:03+00:00,299,0,0,11,0
mikannn.bsky.social,2025-11-13 12:30:22.806000+00:00,300,0,0,12,0
homestucklinebyline,2025-11-13 12:30:30+00:00,171,1,0,12,1
noticiaconectada,2025-11-13 12:30:33.323000+00:00,410,0,0,12,0
CultureMapATX,2025-11-13 12:00:02+00:00,236,1,0,12,1
DEBelegger,2025-11-13 12:30:33.037000+00:00,118,0,0,12,0
nieuws,2025-11-13 12:30:31+00:00,211,0,0,12,0
AgenziaAnsa,2025-11-13 12:11:19+00:00,321,1,0,12,1
laelia_ve,2025-11-13 12:30:27+00:00,306,1,0,12,1
ubhagen,2025-11-13 12:30:31+00:00,494,0,0,12,0
AttacDortmund,2025-11-13 12:30:30+00:00,469,0,0,12,0
ghostintheshell,2025-11-13 12:30:30+00:00,100,0,0,12,0
InvestorsBD,2025-11-13 12:00:23+00:00,288,0,0,12,0
